wl	k
0.508	0.000000
0.510	0.000000
0.512	0.000000
0.514	0.000000
0.516	0.000000
0.518	0.000000
0.520	0.000000
0.522	0.000000
0.524	0.000000
0.526	0.000000
0.528	0.000000
0.530	0.000000
0.532	0.000000
0.534	0.000000
0.536	0.000000
0.538	0.000000
0.540	0.000000
0.542	0.000000
0.544	0.000000
0.546	0.000000
0.548	0.000000
0.550	0.000000
0.552	0.000000
0.554	0.000000
0.556	0.000000
0.558	0.000000
0.560	0.000000
0.562	0.000000
0.564	0.000000
0.566	0.000000
0.568	0.000000
0.570	0.000000
0.572	0.000000
0.574	0.000000
0.576	0.000000
0.578	0.000000
0.580	0.000000
0.582	0.000000
0.584	0.000000
0.586	0.000000
0.588	0.000000
0.590	0.000000
0.592	0.000000
0.594	0.000000
0.596	0.000000
0.598	0.000000
0.600	0.000000
0.602	0.000000
0.604	0.000000
0.606	0.000000
0.608	0.000000
0.610	0.000000
0.612	0.000000
0.614	0.000000
0.616	0.000000
0.618	0.000000
0.620	0.000000
0.622	0.000000
0.624	0.000000
0.626	0.000000
0.628	0.000000
0.630	0.000000
0.632	0.000000
0.634	0.000000
0.636	0.000000
0.638	0.000000
0.640	0.000000
0.642	0.000000
0.644	0.000000
0.646	0.000000
0.648	0.000000
0.650	0.000000
0.652	0.000000
0.654	0.000000
0.656	0.000000
0.658	0.000000
0.660	0.000000
0.662	0.000000
0.664	0.000000
0.666	0.000000
0.668	0.000000
0.670	0.000000
0.672	0.000000
0.674	0.000000
0.676	0.000000
0.678	0.000000
0.680	0.000000
0.682	0.000000
0.684	0.000000
0.686	0.000000
0.688	0.000000
0.690	0.000000
0.692	0.000000
0.694	0.000000
0.696	0.000000
0.698	0.000000
0.700	0.000000
0.702	0.000000
0.704	0.000000
0.706	0.000000
0.708	0.000000
0.710	0.000000
0.712	0.000000
0.714	0.000000
0.716	0.000000
0.718	0.000000
0.720	0.000000
0.722	0.000000
0.724	0.000000
0.726	0.000000
0.728	0.000000
0.730	0.000000
0.732	0.000000
0.734	0.000000
0.736	0.000000
0.738	0.000000
0.740	0.000000
0.742	0.000000
0.744	0.000000
0.746	0.000000
0.748	0.000000
0.750	0.000000
0.752	0.000000
0.754	0.000000
0.756	0.000000
0.758	0.000000
0.760	0.000000
0.762	0.000000
0.764	0.000000
0.766	0.000000
0.768	0.000000
0.770	0.000000
0.772	0.000000
0.774	0.000000
0.776	0.000000
0.778	0.000000
0.780	0.000000
0.782	0.000000
0.784	0.000000
0.786	0.000000
0.788	0.000000
0.790	0.000000
0.792	0.000000
0.794	0.000000
0.796	0.000000
0.798	0.000000
0.800	0.000000
0.802	0.000000
0.804	0.000000
0.806	0.000000
0.808	0.000000
0.810	0.000000
0.812	0.000000
0.814	0.000000
0.816	0.000000
0.818	0.000000
0.820	0.000000
0.822	0.000000
0.824	0.000000
0.826	0.000000
0.828	0.000000
0.830	0.000000
0.832	0.000000
0.834	0.000000
0.836	0.000000
0.838	0.000000
0.840	0.000000
0.842	0.000000
0.844	0.000000
0.846	0.000000
0.848	0.000000
0.850	0.000000
0.852	0.000000
0.854	0.000000
0.856	0.000000
0.858	0.000000
0.860	0.000000
0.862	0.000000
0.864	0.000000
0.866	0.000000
0.868	0.000000
0.870	0.000000
0.872	0.000000
0.874	0.000000
0.876	0.000000
0.878	0.000000
0.880	0.000000
0.882	0.000000
0.884	0.000000
0.886	0.000000
0.888	0.000000
0.890	0.000000
0.892	0.000000
0.894	0.000000
0.896	0.000000
0.898	0.000000
0.900	0.000000
0.902	0.000000
0.904	0.000000
0.906	0.000000
0.908	0.000000
0.910	0.000000
0.912	0.000000
0.914	0.000000
0.916	0.000000
0.918	0.000000
0.920	0.000000
0.922	0.000000
0.924	0.000000
0.926	0.000000
0.928	0.000000
0.930	0.000000
0.932	0.000000
0.934	0.000000
0.936	0.000000
0.938	0.000000
0.940	0.000000
0.942	0.000000
0.944	0.000000
0.946	0.000000
0.948	0.000000
0.950	0.000000
0.952	0.000000
0.954	0.000000
0.956	0.000000
0.958	0.000000
0.960	0.000000
0.962	0.000000
0.964	0.000000
0.966	0.000000
0.968	0.000000
0.970	0.000000
0.972	0.000000
0.974	0.000000
0.976	0.000000
0.978	0.000000
0.980	0.000000
0.982	0.000000
0.984	0.000000
0.986	0.000000
0.988	0.000000
0.990	0.000000
0.992	0.000000
0.994	0.000000
0.996	0.000000
0.998	0.000000
1.000	0.000000
1.002	0.000000
1.004	0.000000
1.006	0.000000
1.008	0.000000
1.010	0.000000
1.012	0.000000
1.014	0.000000
1.016	0.000000
1.018	0.000000
1.020	0.000000
1.022	0.000000
1.024	0.000000
1.026	0.000000
1.028	0.000000
1.030	0.000000
1.032	0.000000
1.034	0.000000
1.036	0.000000
1.038	0.000000
1.040	0.000000
1.042	0.000000
1.044	0.000000
1.046	0.000000
1.048	0.000000
1.050	0.000000
1.052	0.000000
1.054	0.000000
1.056	0.000000
1.058	0.000000
1.060	0.000000
1.062	0.000000
1.064	0.000000
1.066	0.000000
1.068	0.000000
1.070	0.000000
1.072	0.000000
1.074	0.000000
1.076	0.000000
1.078	0.000000
1.080	0.000000
1.082	0.000000
1.084	0.000000
1.086	0.000000
1.088	0.000000
1.090	0.000000
1.092	0.000000
1.094	0.000000
1.096	0.000000
1.098	0.000000
1.100	0.000000
1.102	0.000000
1.104	0.000000
1.106	0.000000
1.108	0.000000
1.110	0.000000
1.112	0.000000
1.114	0.000000
1.116	0.000000
1.118	0.000000
1.120	0.000000
1.122	0.000000
1.124	0.000000
1.126	0.000000
1.128	0.000000
1.130	0.000000
1.132	0.000000
1.134	0.000000
1.136	0.000000
1.138	0.000000
1.140	0.000000
1.142	0.000000
1.144	0.000000
1.146	0.000000
1.148	0.000000
1.150	0.000000
1.152	0.000000
1.154	0.000000
1.156	0.000000
1.158	0.000000
1.160	0.000000
1.162	0.000000
1.164	0.000000
1.166	0.000000
1.168	0.000000
1.170	0.000000
1.172	0.000000
1.174	0.000000
1.176	0.000000
1.178	0.000000
1.180	0.000000
1.182	0.000000
1.184	0.000000
1.186	0.000000
1.188	0.000000
1.190	0.000000
1.192	0.000000
1.194	0.000000
1.196	0.000000
1.198	0.000000
1.200	0.000000
1.202	0.000000
1.204	0.000000
1.206	0.000000
1.208	0.000000
1.210	0.000000
1.212	0.000000
1.214	0.000000
1.216	0.000000
1.218	0.000000
1.220	0.000000
1.222	0.000000
1.224	0.000000
1.226	0.000000
1.228	0.000000
1.230	0.000000
1.232	0.000000
1.234	0.000000
1.236	0.000000
1.238	0.000000
1.240	0.000000
1.242	0.000000
1.244	0.000000
1.246	0.000000
1.248	0.000000
1.250	0.000000
1.53846	0.00002
1.53941	0.00002
1.54036	0.00002
1.54131	0.00002
1.54226	0.00002
1.54321	0.00002
1.54416	0.00002
1.54512	0.00002
1.54607	0.00002
1.54703	0.00002
1.54799	0.00002
1.54895	0.00002
1.54991	0.00002
1.55087	0.00002
1.55183	0.00002
1.55280	0.00002
1.55376	0.00002
1.55473	0.00002
1.55569	0.00002
1.55666	0.00002
1.55763	0.00002
1.55860	0.00002
1.55958	0.00002
1.56055	0.00002
1.56152	0.00002
1.56250	0.00002
1.56348	0.00002
1.56446	0.00002
1.56544	0.00002
1.56642	0.00002
1.56740	0.00002
1.56838	0.00002
1.56937	0.00002
1.57035	0.00002
1.57134	0.00002
1.57233	0.00002
1.57332	0.00002
1.57431	0.00002
1.57530	0.00002
1.57629	0.00002
1.57729	0.00002
1.57828	0.00002
1.57928	0.00002
1.58028	0.00002
1.58128	0.00002
1.58228	0.00002
1.58328	0.00002
1.58428	0.00002
1.58529	0.00002
1.58629	0.00002
1.58730	0.00002
1.58831	0.00002
1.58932	0.00002
1.59033	0.00002
1.59134	0.00002
1.59236	0.00002
1.59337	0.00002
1.59439	0.00002
1.59541	0.00002
1.59642	0.00002
1.59744	0.00002
1.59847	0.00002
1.59949	0.00002
1.60051	0.00002
1.60154	0.00002
1.60256	0.00002
1.60359	0.00002
1.60462	0.00002
1.60565	0.00002
1.60668	0.00002
1.60772	0.00002
1.60875	0.00002
1.60979	0.00002
1.61082	0.00002
1.61186	0.00002
1.61290	0.00002
1.61394	0.00002
1.61499	0.00002
1.61603	0.00002
1.61708	0.00002
1.61812	0.00002
1.61917	0.00002
1.62022	0.00002
1.62127	0.00002
1.62232	0.00002
1.62338	0.00002
1.62443	0.00002
1.62549	0.00002
1.62655	0.00002
1.62760	0.00002
1.62866	0.00002
1.62973	0.00002
1.63079	0.00002
1.63185	0.00002
1.63292	0.00002
1.63399	0.00002
1.63506	0.00002
1.63613	0.00002
1.63720	0.00002
1.63827	0.00002
1.63934	0.00002
1.64042	0.00002
1.64150	0.00002
1.64258	0.00002
1.64366	0.00002
1.64474	0.00002
1.64582	0.00002
1.64690	0.00002
1.64799	0.00002
1.64908	0.00002
1.65017	0.00002
1.65125	0.00002
1.65235	0.00002
1.65344	0.00002
1.65453	0.00002
1.65563	0.00002
1.65673	0.00002
1.65782	0.00002
1.65893	0.00002
1.66003	0.00002
1.66113	0.00002
1.66223	0.00002
1.66334	0.00002
1.66445	0.00002
1.66556	0.00002
1.66667	0.00002
1.66778	0.00002
1.66889	0.00002
1.67001	0.00002
1.67112	0.00002
1.67224	0.00002
1.67336	0.00002
1.67448	0.00002
1.67560	0.00002
1.67673	0.00002
1.67785	0.00002
1.67898	0.00002
1.68011	0.00002
1.68124	0.00002
1.68237	0.00002
1.68350	0.00002
1.68464	0.00002
1.68577	0.00002
1.68691	0.00002
1.68805	0.00002
1.68919	0.00002
1.69033	0.00002
1.69147	0.00002
1.69262	0.00002
1.69377	0.00002
1.69492	0.00002
1.69607	0.00002
1.69722	0.00002
1.69837	0.00002
1.69952	0.00002
1.70068	0.00002
1.70184	0.00002
1.70300	0.00002
1.70416	0.00002
1.70532	0.00002
1.70648	0.00002
1.70765	0.00002
1.70882	0.00002
1.70999	0.00002
1.71116	0.00002
1.71233	0.00002
1.71350	0.00002
1.71468	0.00002
1.71585	0.00002
1.71703	0.00002
1.71821	0.00002
1.71939	0.00002
1.72058	0.00002
1.72176	0.00002
1.72295	0.00002
1.72414	0.00002
1.72533	0.00002
1.72652	0.00002
1.72771	0.00002
1.72891	0.00002
1.73010	0.00002
1.73130	0.00002
1.73250	0.00002
1.73370	0.00002
1.73491	0.00003
1.73611	0.00003
1.73732	0.00003
1.73853	0.00003
1.73974	0.00003
1.74095	0.00003
1.74216	0.00003
1.74338	0.00003
1.74459	0.00003
1.74581	0.00003
1.74703	0.00003
1.74825	0.00003
1.74948	0.00003
1.75070	0.00003
1.75193	0.00003
1.75316	0.00003
1.75439	0.00003
1.75562	0.00003
1.75685	0.00003
1.75809	0.00003
1.75932	0.00003
1.76056	0.00003
1.76180	0.00003
1.76305	0.00003
1.76429	0.00003
1.76554	0.00003
1.76678	0.00003
1.76803	0.00003
1.76929	0.00003
1.77054	0.00003
1.77179	0.00003
1.77305	0.00003
1.77431	0.00003
1.77557	0.00003
1.77683	0.00003
1.77809	0.00003
1.77936	0.00003
1.78063	0.00003
1.78190	0.00003
1.78317	0.00003
1.78444	0.00003
1.78571	0.00003
1.78699	0.00003
1.78827	0.00003
1.78955	0.00003
1.79083	0.00003
1.79211	0.00003
1.79340	0.00003
1.79469	0.00003
1.79598	0.00003
1.79727	0.00003
1.79856	0.00003
1.79986	0.00003
1.80115	0.00003
1.80245	0.00003
1.80375	0.00003
1.80505	0.00003
1.80636	0.00003
1.80766	0.00003
1.80897	0.00003
1.81028	0.00003
1.81159	0.00003
1.81291	0.00003
1.81422	0.00003
1.81554	0.00003
1.81686	0.00003
1.81818	0.00003
1.81951	0.00003
1.82083	0.00003
1.82216	0.00003
1.82349	0.00003
1.82482	0.00003
1.82615	0.00003
1.82749	0.00003
1.82882	0.00003
1.83016	0.00003
1.83150	0.00003
1.83284	0.00003
1.83419	0.00003
1.83554	0.00003
1.83688	0.00003
1.83824	0.00003
1.83959	0.00003
1.84094	0.00003
1.84230	0.00003
1.84366	0.00003
1.84502	0.00003
1.84638	0.00003
1.84775	0.00003
1.84911	0.00003
1.85048	0.00003
1.85185	0.00003
1.85322	0.00003
1.85460	0.00003
1.85598	0.00003
1.85736	0.00003
1.85874	0.00003
1.86012	0.00003
1.86150	0.00003
1.86289	0.00003
1.86428	0.00003
1.86567	0.00003
1.86706	0.00003
1.86846	0.00003
1.86986	0.00003
1.87126	0.00003
1.87266	0.00003
1.87406	0.00003
1.87547	0.00003
1.87688	0.00003
1.87829	0.00003
1.87970	0.00003
1.88111	0.00003
1.88253	0.00003
1.88395	0.00003
1.88537	0.00003
1.88679	0.00003
1.88822	0.00003
1.88964	0.00003
1.89107	0.00003
1.89251	0.00003
1.89394	0.00003
1.89538	0.00003
1.89681	0.00003
1.89825	0.00003
1.89970	0.00003
1.90114	0.00003
1.90259	0.00003
1.90404	0.00003
1.90549	0.00003
1.90694	0.00003
1.90840	0.00003
1.90985	0.00003
1.91131	0.00003
1.91278	0.00003
1.91424	0.00003
1.91571	0.00003
1.91718	0.00003
1.91865	0.00003
1.92012	0.00003
1.92160	0.00003
1.92308	0.00003
1.92456	0.00003
1.92604	0.00003
1.92753	0.00003
1.92901	0.00003
1.93050	0.00003
1.93199	0.00003
1.93349	0.00003
1.93498	0.00003
1.93648	0.00004
1.93798	0.00004
1.93949	0.00004
1.94099	0.00004
1.94250	0.00004
1.94401	0.00004
1.94553	0.00004
1.94704	0.00004
1.94856	0.00004
1.95008	0.00004
1.95160	0.00004
1.95313	0.00004
1.95465	0.00004
1.95618	0.00004
1.95771	0.00004
1.95925	0.00004
1.96078	0.00004
1.96232	0.00004
1.96386	0.00004
1.96541	0.00004
1.96696	0.00004
1.96850	0.00004
1.97006	0.00004
1.97161	0.00004
1.97316	0.00004
1.97472	0.00004
1.97628	0.00004
1.97785	0.00004
1.97941	0.00004
1.98098	0.00004
1.98255	0.00004
1.98413	0.00004
1.98570	0.00004
1.98728	0.00004
1.98886	0.00004
1.99045	0.00004
1.99203	0.00004
1.99362	0.00004
1.99521	0.00004
1.99681	0.00004
1.99840	0.00004
2.00000	0.00004
2.00160	0.00004
2.00321	0.00004
2.00481	0.00004
2.00642	0.00004
2.00803	0.00004
2.00965	0.00004
2.01126	0.00004
2.01288	0.00004
2.01450	0.00004
2.01613	0.00004
2.01776	0.00004
2.01939	0.00004
2.02102	0.00004
2.02265	0.00004
2.02429	0.00004
2.02593	0.00004
2.02758	0.00004
2.02922	0.00004
2.03087	0.00004
2.03252	0.00004
2.03417	0.00004
2.03583	0.00004
2.03749	0.00004
2.03915	0.00004
2.04082	0.00004
2.04248	0.00004
2.04415	0.00004
2.04583	0.00004
2.04750	0.00004
2.04918	0.00004
2.05086	0.00004
2.05255	0.00004
2.05423	0.00004
2.05592	0.00004
2.05761	0.00004
2.05931	0.00004
2.06101	0.00004
2.06271	0.00004
2.06441	0.00004
2.06612	0.00004
2.06782	0.00004
2.06954	0.00004
2.07125	0.00004
2.07297	0.00004
2.07469	0.00004
2.07641	0.00004
2.07814	0.00004
2.07987	0.00004
2.08160	0.00004
2.08333	0.00004
2.08507	0.00004
2.08681	0.00004
2.08855	0.00004
2.09030	0.00004
2.09205	0.00004
2.09380	0.00004
2.09556	0.00004
2.09732	0.00004
2.09908	0.00004
2.10084	0.00004
2.10261	0.00005
2.10438	0.00005
2.10615	0.00005
2.10793	0.00005
2.10970	0.00005
2.11149	0.00005
2.11327	0.00005
2.11506	0.00005
2.11685	0.00005
2.11864	0.00005
2.12044	0.00005
2.12224	0.00005
2.12404	0.00005
2.12585	0.00005
2.12766	0.00005
2.12947	0.00005
2.13129	0.00005
2.13311	0.00005
2.13493	0.00005
2.13675	0.00005
2.13858	0.00005
2.14041	0.00005
2.14225	0.00005
2.14408	0.00005
2.14592	0.00005
2.14777	0.00005
2.14961	0.00005
2.15146	0.00005
2.15332	0.00005
2.15517	0.00005
2.15703	0.00005
2.15889	0.00005
2.16076	0.00005
2.16263	0.00005
2.16450	0.00005
2.16638	0.00005
2.16826	0.00005
2.17014	0.00005
2.17202	0.00005
2.17391	0.00005
2.17581	0.00005
2.17770	0.00005
2.17960	0.00005
2.18150	0.00005
2.18341	0.00005
2.18531	0.00005
2.18723	0.00005
2.18914	0.00005
2.19106	0.00005
2.19298	0.00005
2.19491	0.00005
2.19684	0.00005
2.19877	0.00005
2.20070	0.00005
2.20264	0.00005
2.20459	0.00005
2.20653	0.00005
2.20848	0.00005
2.21043	0.00005
2.21239	0.00005
2.21435	0.00005
2.21631	0.00005
2.21828	0.00005
2.22025	0.00005
2.22222	0.00005
2.22420	0.00005
2.22618	0.00005
2.22816	0.00005
2.23015	0.00005
2.23214	0.00005
2.23414	0.00005
2.23614	0.00005
2.23814	0.00005
2.24014	0.00005
2.24215	0.00005
2.24417	0.00006
2.24618	0.00006
2.24820	0.00006
2.25023	0.00006
2.25225	0.00006
2.25428	0.00006
2.25632	0.00006
2.25836	0.00006
2.26040	0.00006
2.26244	0.00006
2.26449	0.00006
2.26655	0.00006
2.26860	0.00006
2.27066	0.00006
2.27273	0.00006
2.27480	0.00006
2.27687	0.00006
2.27894	0.00006
2.28102	0.00006
2.28311	0.00006
2.28519	0.00006
2.28728	0.00006
2.28938	0.00006
2.29148	0.00006
2.29358	0.00006
2.29568	0.00006
2.29779	0.00006
2.29991	0.00006
2.30203	0.00006
2.30415	0.00006
2.30627	0.00006
2.30840	0.00006
2.31054	0.00006
2.31267	0.00006
2.31481	0.00006
2.31696	0.00006
2.31911	0.00006
2.32126	0.00006
2.32342	0.00006
2.32558	0.00006
2.32775	0.00006
2.32992	0.00006
2.33209	0.00006
2.33427	0.00006
2.33645	0.00006
2.33863	0.00006
2.34082	0.00006
2.34302	0.00006
2.34522	0.00006
2.34742	0.00006
2.34962	0.00006
2.35183	0.00006
2.35405	0.00006
2.35627	0.00006
2.35849	0.00006
2.36072	0.00006
2.36295	0.00006
2.36518	0.00006
2.36742	0.00006
2.36967	0.00007
2.37192	0.00007
2.37417	0.00007
2.37643	0.00007
2.37869	0.00007
2.38095	0.00007
2.38322	0.00007
2.38550	0.00007
2.38777	0.00007
2.39006	0.00007
2.39234	0.00007
2.39464	0.00007
2.39693	0.00007
2.39923	0.00007
2.40154	0.00007
2.40385	0.00007
2.40616	0.00007
2.40848	0.00007
2.41080	0.00007
2.41313	0.00007
2.41546	0.00007
2.41779	0.00007
2.42014	0.00007
2.42248	0.00007
2.42483	0.00007
2.42718	0.00007
2.42954	0.00007
2.43191	0.00007
2.43427	0.00007
2.43665	0.00007
2.43902	0.00007
2.44141	0.00007
2.44379	0.00007
2.44618	0.00007
2.44858	0.00007
2.45098	0.00007
2.45339	0.00007
2.45580	0.00007
2.45821	0.00007
2.46063	0.00007
2.46305	0.00007
2.46548	0.00007
2.46792	0.00007
2.47036	0.00007
2.47280	0.00007
2.47525	0.00007
2.47770	0.00007
2.48016	0.00008
2.48262	0.00008
2.48509	0.00008
2.48756	0.00008
2.49004	0.00008
2.49252	0.00008
2.49501	0.00008
2.49750	0.00008
2.50000	0.00008
2.50250	0.00008
2.50501	0.00008
2.50752	0.00008
2.51004	0.00008
2.51256	0.00008
2.51509	0.00008
2.51762	0.00008
2.52016	0.00008
2.52270	0.00008
2.52525	0.00008
2.52781	0.00008
2.53036	0.00008
2.53293	0.00008
2.53550	0.00008
2.53807	0.00008
2.54065	0.00008
2.54323	0.00008
2.54582	0.00008
2.54842	0.00008
2.55102	0.00008
2.55363	0.00008
2.55624	0.00008
2.55885	0.00008
2.56148	0.00008
2.56410	0.00008
2.56674	0.00008
2.56937	0.00008
2.57202	0.00008
2.57467	0.00008
2.57732	0.00008
2.57998	0.00008
2.58264	0.00009
2.58532	0.00009
2.58799	0.00009
2.59067	0.00009
2.59336	0.00009
2.59605	0.00009
2.59875	0.00009
2.60146	0.00009
2.60417	0.00009
2.60688	0.00009
2.60960	0.00009
2.61233	0.00009
2.61506	0.00009
2.61780	0.00009
2.62055	0.00009
2.62329	0.00009
2.62605	0.00009
2.62881	0.00009
2.63158	0.00009
2.63435	0.00009
2.63713	0.00009
2.63992	0.00009
2.64271	0.00009
2.64550	0.00009
2.64831	0.00009
2.65111	0.00009
2.65393	0.00009
2.65675	0.00009
2.65957	0.00009
2.66241	0.00009
2.66525	0.00009
2.66809	0.00009
2.67094	0.00009
2.67380	0.00009
2.67666	0.00010
2.67953	0.00010
2.68240	0.00010
2.68528	0.00010
2.68817	0.00010
2.69107	0.00010
2.69397	0.00010
2.69687	0.00010
2.69978	0.00010
2.70270	0.00010
2.70563	0.00010
2.70856	0.00010
2.71150	0.00010
2.71444	0.00010
2.71739	0.00010
2.72035	0.00010
2.72331	0.00010
2.72628	0.00010
2.72926	0.00010
2.73224	0.00010
2.73523	0.00010
2.73823	0.00010
2.74123	0.00010
2.74424	0.00010
2.74725	0.00010
2.75028	0.00010
2.75330	0.00010
2.75634	0.00010
2.75938	0.00010
2.76243	0.00010
2.76549	0.00011
2.76855	0.00011
2.77162	0.00011
2.77469	0.00011
2.77778	0.00011
2.78087	0.00011
2.78396	0.00011
2.78707	0.00011
2.79018	0.00011
2.79330	0.00011
2.79642	0.00011
2.79955	0.00011
2.80269	0.00011
2.80584	0.00011
2.80899	0.00011
2.81215	0.00011
2.81532	0.00011
2.81849	0.00011
2.82167	0.00011
2.82486	0.00011
2.82805	0.00011
2.83126	0.00011
2.83447	0.00011
2.83768	0.00011
2.84091	0.00011
2.84414	0.00012
2.84738	0.00012
2.85063	0.00012
2.85388	0.00012
2.85714	0.00012
2.86041	0.00012
2.86369	0.00012
2.86697	0.00012
2.87026	0.00012
2.87356	0.00012
2.87687	0.00012
2.88018	0.00012
2.88351	0.00012
2.88684	0.00012
2.89017	0.00012
2.89352	0.00012
2.89687	0.00012
2.90023	0.00012
2.90360	0.00012
2.90698	0.00012
2.91036	0.00012
2.91375	0.00012
2.91715	0.00012
2.92056	0.00013
2.92398	0.00013
2.92740	0.00013
2.93083	0.00013
2.93427	0.00013
2.93772	0.00013
2.94118	0.00013
2.94464	0.00013
2.94811	0.00013
2.95159	0.00013
2.95508	0.00013
2.95858	0.00013
2.96209	0.00013
2.96560	0.00013
2.96912	0.00013
2.97265	0.00013
2.97619	0.00013
2.97974	0.00013
2.98329	0.00013
2.98686	0.00013
2.99043	0.00013
2.99401	0.00014
2.99760	0.00014
3.00120	0.00014
3.00481	0.00014
3.00842	0.00014
3.01205	0.00014
3.01568	0.00014
3.01932	0.00014
3.02297	0.00014
3.02663	0.00014
3.03030	0.00014
3.03398	0.00014
3.03767	0.00014
3.04136	0.00014
3.04507	0.00014
3.04878	0.00014
3.05250	0.00014
3.05623	0.00014
3.05998	0.00014
3.06373	0.00015
3.06748	0.00015
3.07125	0.00015
3.07503	0.00015
3.07882	0.00015
3.08261	0.00015
3.08642	0.00015
3.09023	0.00015
3.09406	0.00015
3.09789	0.00015
3.10174	0.00015
3.10559	0.00015
3.10945	0.00015
3.11333	0.00015
3.11721	0.00015
3.12110	0.00015
3.12500	0.00015
3.12891	0.00016
3.13283	0.00016
3.13676	0.00016
3.14070	0.00016
3.14465	0.00016
3.14861	0.00016
3.15259	0.00016
3.15657	0.00016
3.16056	0.00016
3.16456	0.00016
3.16857	0.00016
3.17259	0.00016
3.17662	0.00016
3.18066	0.00016
3.18471	0.00016
3.18878	0.00017
3.19285	0.00017
3.19693	0.00017
3.20102	0.00017
3.20513	0.00017
3.20924	0.00017
3.21337	0.00017
3.21750	0.00017
3.22165	0.00017
3.22581	0.00017
3.22997	0.00017
3.23415	0.00017
3.23834	0.00017
3.24254	0.00017
3.24675	0.00018
3.25098	0.00018
3.25521	0.00018
3.25945	0.00018
3.26371	0.00018
3.26797	0.00018
3.27225	0.00018
3.27654	0.00018
3.28084	0.00018
3.28515	0.00018
3.28947	0.00018
3.29381	0.00018
3.29815	0.00018
3.30251	0.00018
3.30688	0.00019
3.31126	0.00019
3.31565	0.00019
3.32005	0.00019
3.32447	0.00019
3.32889	0.00019
3.33333	0.00019
3.33778	0.00019
3.34225	0.00019
3.34672	0.00019
3.35121	0.00019
3.35570	0.00019
3.36022	0.00020
3.36474	0.00020
3.36927	0.00020
3.37382	0.00020
3.37838	0.00020
3.38295	0.00020
3.38753	0.00020
3.39213	0.00020
3.39674	0.00020
3.40136	0.00020
3.40599	0.00020
3.41064	0.00021
3.41530	0.00021
3.41997	0.00021
3.42466	0.00021
3.42936	0.00021
3.43407	0.00021
3.43879	0.00021
3.44353	0.00021
3.44828	0.00021
3.45304	0.00021
3.45781	0.00021
3.46260	0.00022
3.46741	0.00022
3.47222	0.00022
3.47705	0.00022
3.48189	0.00022
3.48675	0.00022
3.49162	0.00022
3.49650	0.00022
3.50140	0.00022
3.50631	0.00022
3.51124	0.00023
3.51617	0.00023
3.52113	0.00023
3.52609	0.00023
3.53107	0.00023
3.53607	0.00023
3.54108	0.00023
3.54610	0.00023
3.55114	0.00023
3.55619	0.00023
3.56125	0.00024
3.56633	0.00024
3.57143	0.00024
3.57654	0.00024
3.58166	0.00024
3.58680	0.00024
3.59195	0.00024
3.59712	0.00024
3.60231	0.00024
3.60750	0.00025
3.61272	0.00025
3.61795	0.00025
3.62319	0.00025
3.62845	0.00025
3.63372	0.00025
3.63901	0.00025
3.64431	0.00025
3.64964	0.00026
3.65497	0.00026
3.66032	0.00026
3.66569	0.00026
3.67107	0.00026
3.67647	0.00026
3.68189	0.00026
3.68732	0.00026
3.69276	0.00027
