390	0.00150		-0.000400	6.20e-03
395	0.00380		-0.00100	0.0161
400	8.90e-03	-2.50e-03	4.00e-02
405	1.88e-02	-5.90e-03	9.06e-02
410	3.50e-02	-1.19e-02	1.80e-01
415	5.31e-02	-2.01e-02	3.09e-01
420	7.02e-02	-2.89e-02	4.67e-01
425	7.63e-02	-3.38e-02	6.15e-01
430	7.45e-02	-3.49e-02	7.64e-01
435	5.61e-02	-2.76e-02	8.78e-01
440	3.23e-02	-1.69e-02	9.76e-01
445	-4.40e-03	2.40e-03	1.00e+00
450	-4.78e-02	2.83e-02	1.00e+00
455	-9.70e-02	6.36e-02	9.14e-01
460	-1.59e-01	1.08e-01	8.30e-01
465	-2.24e-01	1.62e-01	7.42e-01
470	-2.85e-01	2.20e-01	6.13e-01
475	-3.35e-01	2.80e-01	4.72e-01
480	-3.78e-01	3.43e-01	3.50e-01
485	-4.14e-01	4.09e-01	2.56e-01
490	-4.32e-01	4.72e-01	1.82e-01
495	-4.45e-01	5.49e-01	1.31e-01
500	-4.35e-01	6.26e-01	9.10e-02
505	-4.14e-01	7.10e-01	5.80e-02
510	-3.67e-01	7.94e-01	3.57e-02
515	-2.85e-01	8.72e-01	2.00e-02
520	-1.86e-01	9.48e-01	9.50e-03
525	-4.35e-02	9.95e-01	7.00e-04
530	1.27e-01	1.02e+00	-4.30e-03
535	3.13e-01	1.04e+00	-6.40e-03
540	5.36e-01	1.05e+00	-8.20e-03
545	7.72e-01	1.04e+00	-9.40e-03
550	1.01e+00	1.00e+00	-9.70e-03
555	1.27e+00	9.70e-01	-9.70e-03
560	1.56e+00	9.16e-01	-9.30e-03
565	1.85e+00	8.57e-01	-8.70e-03
570	2.15e+00	7.82e-01	-8.00e-03
575	2.43e+00	6.95e-01	-7.30e-03
580	2.66e+00	5.97e-01	-6.30e-03
585	2.92e+00	5.06e-01	-5.37e-03
590	3.08e+00	4.20e-01	-4.45e-03
595	3.16e+00	3.36e-01	-3.57e-03
600	3.17e+00	2.59e-01	-2.77e-03
605	3.10e+00	1.92e-01	-2.08e-03
610	2.95e+00	1.37e-01	-1.50e-03
615	2.72e+00	9.38e-02	-1.03e-03
620	2.45e+00	6.11e-02	-6.80e-04
625	2.17e+00	3.71e-02	-4.42e-04
630	1.84e+00	2.15e-02	-2.72e-04
635	1.52e+00	1.12e-02	-1.41e-04
640	1.24e+00	4.40e-03	-5.49e-05
645	1.01e+00	7.80e-05	-2.20e-06
650	7.83e-01	-1.37e-03	2.37e-05
655	5.93e-01	-1.99e-03	2.86e-05
660	4.44e-01	-2.17e-03	2.61e-05
665	3.28e-01	-2.01e-03	2.25e-05
670	2.39e-01	-1.64e-03	1.82e-05
675	1.72e-01	-1.27e-03	1.39e-05
680	1.22e-01	-9.47e-04	1.03e-05
685	8.53e-02	-6.83e-04	7.38e-06
690	5.86e-02	-4.78e-04	5.22e-06
695	4.08e-02	-3.37e-04	3.67e-06
700	2.84e-02	-2.35e-04	2.56e-06
705	1.97e-02	-1.63e-04	1.76e-06
710	1.35e-02	-1.11e-04	1.20e-06
715	9.24e-03	-7.48e-05	8.17e-07
720	6.38e-03	-5.08e-05	5.55e-07
725	4.41e-03	-3.44e-05	3.75e-07
730	3.07e-03	-2.34e-05	2.54e-07
735	2.14e-03	-1.59e-05	1.71e-07
740	1.49e-03	-1.07e-05	1.16e-07
745	1.05e-03	-7.23e-06	7.85e-08
750	7.39e-04	-4.87e-06	5.31e-08
755	5.23e-04	-3.29e-06	3.60e-08
760	3.72e-04	-2.22e-06	2.44e-08
765	2.65e-04	-1.50e-06	1.65e-08
770	1.90e-04	-1.02e-06	1.12e-08
775	1.36e-04	-6.88e-07	7.53e-09
780	9.84e-05	-4.65e-07	5.07e-09
785	7.13e-05	-3.12e-07	3.40e-09
790	5.18e-05	-2.08e-07	2.27e-09
795	3.77e-05	-1.37e-07	1.50e-09
800	2.76e-05	-8.80e-08	9.86e-10
805	2.03e-05	-5.53e-08	6.39e-10
810	1.49e-05	-3.36e-08	4.07e-10
815	1.10e-05	-1.96e-08	2.53e-10
820	8.18e-06	-1.09e-08	1.52e-10
825	6.09e-06	-5.70e-09	8.64e-11
830	4.55e-06	-2.77e-09	4.42e-11
